episode_id,predicted_task,instruction
episode502,place_object_basket,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Grab the palm-sized playingcards carton, drop it in the basket with handle, then move the basket with handle."
episode503,place_mouse_pad,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Position the the computer mouse on the Gray mat by picking it up."
episode504,click_alarmclock,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Locate and press the square plastic alarm clock's top center button"
episode505,open_laptop,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Raise the rectangular laptop with hinge using the left arm firmly."
episode506,adjust_bottle,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Use the right arm to pick up the smooth green plastic bottle from the table."
episode507,place_object_stand,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Use the right arm to grab the mouse with scroll wheel and place on the angled black smooth displaystand."
episode508,click_bell,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Direct the left arm to click the top of the bell with metallic top and plastic base."
episode509,place_bread_basket,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Take the square-shaped bread piece and the medium bread with rounded sides together and place them into the oval perforated breadbasket white edges."
episode510,place_a2b_left,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Use the right arm, move the decorative tea-box left of the plastic stapler with silver mechanism"
episode511,rotate_qrcode,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Use the left arm to grab the beige paymentsign with printed details and rotate QR code towards you."
episode512,move_stapler_pad,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to the left arm moves the blue stapler for paper fastening to the Magenta mat."
episode513,open_microwave,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Open the dark gray slanted microwave box using the left arm."
episode514,place_bread_skillet,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Use the right arm to grab the square loaf of bread for the black-surfaced skillet with gray sides"
episode515,hanging_mug,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Lift the medium black mug with handle, turn it, place it back, and move it onto the rack with two rods sticking out with the right arm."
episode516,lift_pot,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Raise the gray kitchenpot using both arms"
episode517,place_burger_fries,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Place the irregular shaped hamburg and the golden fries in smooth red pouch onto the tray for holding things after picking them up."
episode518,beat_block_hammer,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Use the right arm to take the hammer with two-tone handle and strike"
episode519,pick_dual_bottles,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Secure the plastic drink bottle and the medium green bottle using separate hands."
episode520,click_bell,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Press the top center of the flat-topped bell on table."
episode521,scan_object,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to First grab the L-shaped scanner for barcode reading, then the rectangle tea-box, and use the L-shaped scanner for barcode reading to scan the rectangle tea-box."
episode522,rotate_qrcode,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Lift the white rectangular paymentsign with yellow details from the table and rotate it so the code faces you."
episode523,stamp_seal,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Use the left arm to pick the engraved top seal for Red"
episode524,place_a2b_right,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Place the compact phone with flat design precisely to the right of the toycar featuring black and white wheels."
episode525,open_microwave,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Pull the handle of the gray microwave with the left arm."
episode526,handover_mic,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Grab the handheld teal microphone and give it to the opposite arm."
episode527,turn_switch,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Command the left arm to engage the switch with trapezoidal base"
episode528,place_a2b_right,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Bring the phone with smooth glass front to the right position of the white bell."
episode529,handover_mic,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Secure the microphone with cylindrical handle using one arm and transfer it."
episode530,stack_blocks_two,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Use the right arm to move red block and the left arm to stack green block."
episode531,shake_bottle_horizontally,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Shake the bottle for liquids horizontally after lifting with the left arm."
episode532,place_object_basket,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Lift the box for playingcards, place it into the wooden basket with curved handle, move the wooden basket with curved handle."
episode533,press_stapler,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Push the stapler the stapler with silver staple tray to activate it."
episode534,place_phone_stand,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Lift the compact phone with shiny texture onto the phonestand for holding phones."
episode535,click_bell,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Activate the bell shaped like half-circle dome by pressing its top center."
episode536,stack_blocks_two,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Use the right arm to move red block, then the left arm to stack green block on red block at the center."
episode537,place_object_basket,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Grab the blue top toycar, drop it in the light brown oval basket, shift the light brown oval basket."
episode538,pick_dual_bottles,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Catch both the bottle with white screw cap and the bottle with yellow cap quickly."
episode539,place_fan,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Take the curved plastic body small fan with the left arm, put it on the Gray mat, and make it face the robot"
episode540,stack_blocks_two,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Move red block to the center using the right arm, then stack green block on red block using the right arm."
episode541,move_stapler_pad,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Move the stapler with metallic staple slot to the Blue mat with the left arm"
episode542,blocks_ranking_rgb,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Using the left arm, the right arm, and the right arm, arrange red block, green block, and blue block from left to right in the given order."
episode543,dump_bin_bigbin,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Grab the cylindrical small white trashbin and transfer balls to the bin."
episode544,place_bread_basket,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Grab the golden baked bread and the golden bread loaf with soft inside quickly and drop them into the oval breadbasket."
episode545,grab_roller,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Reach out to grab the roller for smoothing materials from the table"
episode546,place_empty_cup,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Use an arm to drop the rounded base blue cup on the small coaster with grain texture"
episode547,beat_block_hammer,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Employ the right arm to grab the plastic handle metal hammer and hit."
episode548,grab_roller,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Both arms should grab the smooth light brown roller now."
episode549,place_object_scale,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Lift the blue stapler with black handle area and position it on the electronicscale with black display screen"
episode550,stamp_seal,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Use the left arm to lift the round yellow seal base, then stamp Orange."
episode551,place_fan,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Using the left arm, grab the smooth off-white plastic fan and set it on the Orange mat facing the robot."
episode552,place_a2b_right,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Grab the blue plastic stapler with silver metal with the left arm and place it right of the sleek rectangular phone."
episode553,place_bread_basket,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Use both arms to move the bread loaf with uneven edges, the bread with rounded corners to the two-hand-sized breadbasket."
episode554,put_object_cabinet,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Pull open the rectangular cabinet's drawer and place the bread loaf with bumpy surface inside."
episode555,move_pillbottle_pad,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Grab the small brown bottle with the right arm and move it to the pad."
episode556,dump_bin_bigbin,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Pick up the small white trashbin using the arm, pour balls."
episode557,open_microwave,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Use the left arm to grab and open the rectangular microwave with clear glass panel."
episode558,rotate_qrcode,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Catch the black base with tilted gray panel, pick it up, and rotate to view the qrcode."
episode559,blocks_ranking_rgb,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Position red block first, green block second, and blue block third in a row from left to right."
episode560,move_playingcard_away,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Pick the box holding playing cards and slide it further outward."
episode561,place_object_basket,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Use one arm to grab the miniature teal vehicle toy, place it in the rectangular yellow basket, then move the rectangular yellow basket."
episode562,stack_bowls_two,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Pick the rounded bowl with light blue color, then stack the ceramic bowl on it."
episode563,blocks_ranking_rgb,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Position red block first, followed by green block, and end with blue block in a row from left to right."
episode564,scan_object,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Hold the lightweight handheld barcode scanner in one arm and the tea box with leafy design in the other, then scan the tea box with leafy design with the lightweight handheld barcode scanner."
episode565,put_bottles_dustbin,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Use arms to pick the bottle with small ridged green cap, the bottle with narrow neck, the drink bottle with slim neck, and place them one by one in the smooth black dustbin."
episode566,stamp_seal,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Grab the brown rectangular seal with slanted edges and press on Beige."
episode567,place_empty_cup,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Use an arm to drop the cylindrical light blue cup on the coaster with circular shape"
episode568,hanging_mug,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Grab the light brown mug with handle from the table, rotate it, place it, and hang it onto the angled rack with long and short rods."
episode569,open_microwave,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Pull open the door of the medium microwave using the left arm."
episode570,hanging_mug,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Use your left arm to pick the mug for hot drinks, rotate it, set it down, and hang it onto the rack with angular body."
episode571,move_playingcard_away,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Grab the box for playingcards from the table and shift it outward."
episode572,move_pillbottle_pad,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Move the smooth plastic bottle to the pad and let it rest there"
episode573,stack_bowls_two,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Take the small bowl with brown edge, align the curved bowl light blue shade, and stack them."
episode574,scan_object,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to the left arm grabs the L-shaped scanner for barcode reading, the right arm picks the black tea-box, and the L-shaped scanner for barcode reading scans the black tea-box."
episode575,click_bell,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Press the rounded bell with flat black part's top center on the table."
episode576,click_bell,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Make the right arm interact with the white and black colored bell's top center."
episode577,stack_bowls_two,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Grasp the medium-sized bowl for holding food, then use the arm to align and stack the bowl with shiny texture."
episode578,dump_bin_bigbin,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Hold the bucket-shaped gray trashbin, then pour contents."
episode579,click_bell,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Press the top center of the blue dome-shaped bell on table."
episode580,move_stapler_pad,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Carry the compact office stapler to the Gray colored mat"
episode581,stamp_seal,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Stamp the compact seal with matte base on Coral"
episode582,adjust_bottle,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Lift the bottle the dark drink bottle with logo up from the table"
episode583,scan_object,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Pick up the scanner with curved top and flat bottom in one arm and the rectangular box for tea in the other, then scan the rectangular box for tea."
episode584,move_stapler_pad,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Relocate the handheld stapler to the Black mat."
episode585,place_container_plate,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Stick the container onto the flat ceramic plate with smooth texture using the smooth light gray bowl."
episode586,press_stapler,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Apply force to the blue stapler for paper fastening with the right arm"
episode587,place_mouse_pad,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Lift the the dark gray mouse with smooth texture and position it on the Blue mat."
episode588,move_playingcard_away,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Use the right arm to grab the playingcards box with white symbols and move it away."
episode589,pick_dual_bottles,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to One arm grabs the ridged orange bottle with grooves; the other arm grabs the red bottle with white bottom text."
episode590,stack_blocks_three,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Relocate red block, green block, and blue block to the center and stack blue block on green block and green block on red block."
episode591,place_mouse_pad,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to With the right arm, pick up the mouse with curved ergonomic shape and lay it on Black mat."
episode592,open_microwave,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Pull the door of the countertop microwave to open it."
episode593,place_phone_stand,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Lift the phone with screen and side buttons onto the dark green holder with clamp."
episode594,place_mouse_pad,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Take the mouse with curved ergonomic shape and put it onto Black mat."
episode595,place_can_basket,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Pick up the gold-decorated aluminum can, put it in the smooth ribbed light brown basket, and lift the smooth ribbed light brown basket."
episode596,place_object_scale,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Move the oval-shaped mouse for computer use to the position on the electronicscale with black weighing pad"
episode597,place_container_plate,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Place the container onto the smooth ceramic plate with the bowl with brown outer rim."
episode598,blocks_ranking_size,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Position large block, medium block, and small block centrally, ordered from largest to smallest."
episode599,click_bell,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Direct the left arm to touch the white and black colored bell's top."
episode600,place_dual_shoes,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Put two the rubber sole shoe into the bright orange shoe-box, shoe tips left."
episode601,shake_bottle,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Grasp the medium-sized orange bottle with the left arm and shake it."
episode602,adjust_bottle,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Utilize the right arm to lift the medium-sized green bottle while keeping it head-up."
episode603,blocks_ranking_size,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Position large block, medium block, then small block at the center in size order."
episode604,stack_bowls_two,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Stack the blue bowl with slightly rounded base carefully over the glazed bowl with curved sides."
episode605,place_bread_skillet,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Transfer the bread with rounded corners into the skillet with extended grip handle from the table"
episode606,move_stapler_pad,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Pick the red stapler up and position it on Black mat"
episode607,dump_bin_bigbin,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Take the small tabletop trashbin and empty its contents."
episode608,shake_bottle,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Shake the green bottle with indented base after grabbing it."
episode609,stack_blocks_three,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Bring red block, green block, and blue block to the center and stack green block over red block, blue block over green block."
episode610,move_can_pot,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Take the yellow brown sauce can with the right arm, place it near the medium kitchenpot with smooth surface"
episode611,place_object_basket,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Lift the blue playingcards box, place it into the basket for carrying things, move the basket for carrying things."
episode612,hanging_mug,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Take the medium beige mug from the table, rotate it, place it in the center, then hang it onto the metal rack."
episode613,move_pillbottle_pad,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Pick the bottle with teal top and bottom up and drop it onto the pad"
episode614,shake_bottle_horizontally,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Shake the round-bottom bottle with white cap horizontally without mentioning the left arm."
episode615,place_cans_plasticbox,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Pick the red-orange text on white can, place it in the boxy light blue plasticbox, then pick the red soda can with green accents and place it in the boxy light blue plasticbox."
episode616,place_dual_shoes,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Grab and place two the green lace-up sneaker in the orange shoe-box, tips left."
episode617,shake_bottle,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Pick the smooth surface bottle with gray shade up with the left arm and shake."
episode618,stamp_seal,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to With the left arm, take the rectangular seal with decorative carvings and mark Cyan."
episode619,click_alarmclock,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Use the right arm to tap the palm-sized alarm-clock's central button."
episode620,blocks_ranking_rgb,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to First, grab red block, then green block, then blue block with the left arm, the right arm, and the right arm, and place them in order left to right."
episode621,place_fan,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Lift the smooth compact fan and put it on the Brown mat so it faces the robot"
episode622,place_empty_cup,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Move the smooth blue cup for liquids using the arm onto the light gray round grainy coaster."
episode623,shake_bottle,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Use the left arm to hold the drinking bottle with yellow label and shake it."
episode624,place_empty_cup,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Move the smooth blue cup for liquids onto the flat surface gray wooden coaster with the arm"
episode625,dump_bin_bigbin,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Pick up the white bin with flared top edge and pour into bin."
episode626,place_a2b_left,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to With the left arm, position the tea-box with white TEA text left of the blue toycar with yellow roof accents"
episode627,move_can_pot,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Move the red can with gold patterns from its spot to near the round kitchenpot with two side grips"
episode628,place_shoe,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Lift the rubber-soled black-striped shoe from the table and place it carefully on the mat"
episode629,place_fan,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Lift the smooth compact fan using the right arm and put it on the Coral mat facing the robot."
episode630,put_bottles_dustbin,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Start with the smooth yellow bottle with ridged cap, grab it and drop it into the dustbin with white inner bag, repeat for the smooth transparent plastic bottle and the rounded bottle with a white neck."
episode631,handover_mic,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Seize the rounded white tip microphone and offer it to the other arm"
episode632,click_alarmclock,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Click the button centered on the black matte alarm-clock."
episode633,place_cans_plasticbox,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Use both arms to place the small cylindrical drink container and the white can inside the plasticbox with hinged lid."
episode634,shake_bottle_horizontally,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Pick up the gray bottle with slight shine with the left arm, shake it sideways."
episode635,rotate_qrcode,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Use the left arm to grab the paymentsign and point its QR code toward you."
episode636,put_object_cabinet,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Pull open the cabinet with angled sides's drawer and place the mouse with two buttons and wheel into it."
episode637,place_can_basket,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Use the left arm to hold the small aluminum red drink can, drop the small aluminum red drink can into the carrying basket with black plastic handle, and lift the carrying basket with black plastic handle."
episode638,place_burger_fries,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Using both arms, grab the medium, squishy hamburg and the red container with yellow fries for the solid green palm-sized tray."
episode639,shake_bottle,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Use the left arm to grab the blue bottle and shake properly."
episode640,place_object_scale,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Move the plastic mouse to the position on the compact electronicscale"
episode641,blocks_ranking_rgb,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Position red block, green block, and blue block on a surface from left to right in the order red, green, blue."
episode642,open_laptop,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Lift the portable folding laptop to open it up"
episode643,place_object_stand,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Pick the mouse with scroll wheel with the right arm and place on the brown displaystand with rectangular opening."
